Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Tina,tt8399720,2021,"Documentary, Biography, Music","Directors:, Daniel Lindsay, , T.J. Martin, | ,     Stars:, Tina Turner, , Carl Arrington, , Ike Turner, , Lejeune Richardson",Exclusive access to the Grammy Award-winning artist to celebrate her career.,7.9,118 min,TV-MA,5742,
Climax,tt8359848,I) (2018,"Drama, Horror, Music","Director:, Gaspar Noé, | ,     Stars:, Sofia Boutella, , Romain Guillermic, , Souheila Yacoub, , Kiddy Smile","French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",6.9,97 min,R,73551,"804,112"
Some Like It Hot,tt0053291,1959,"Comedy, Music, Romance","Director:, Billy Wilder, | ,     Stars:, Marilyn Monroe, , Tony Curtis, , Jack Lemmon, , George Raft","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,121 min,Passed,273354,"25,000,000"
Nashville,tt2281375,2012–2018,"Drama, Music, Romance","Stars:, Hayden Panettiere, , Clare Bowen, , Charles Esten, , Jonathan Jackson","Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.",7.7,43 min,TV-PG,26579,
Jelly Roll: Save Me,tt27592847,2023 TV Special,"Documentary, Music","Director:, Bari Pearlman, | ,     Stars:, Bunnie Deford, , Jelly Roll",A 38-year-old rapper turned country rocker named Jelly Roll is taking the country by storm. Addressing his own struggles with mental health and addiction. This documentary tells the story of the rise of the musician and Nashville native.,8.6,87 min,TV-14,107,
Trolls,tt1679335,2016,"Animation, Adventure, Comedy","Directors:, Mike Mitchell, , Walt Dohrn, | ,     Stars:, Anna Kendrick, , Justin Timberlake, , Zooey Deschanel, , Christopher Mintz-Plasse","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",6.4,92 min,PG,86071,"153,707,064"
"O Brother, Where Art Thou?",tt0190590,2000,"Adventure, Comedy, Crime","Directors:, Joel Coen, , Ethan Coen, | ,     Stars:, George Clooney, , John Turturro, , Tim Blake Nelson, , John Goodman","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",7.7,107 min,PG-13,320145,"45,512,588"
Saturday Night Fever,tt0076666,1977,"Drama, Music","Director:, John Badham, | ,     Stars:, John Travolta, , Karen Lynn Gorney, , Barry Miller, , Joseph Cali","Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",6.8,118 min,R,83569,"94,213,184"
Pink Floyd: The Wall,tt0084503,1982,"Drama, Fantasy, Music","Director:, Alan Parker, | ,     Stars:, Bob Geldof, , Christine Hargreaves, , James Laurenson, , Eleanor David",A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,8.0,95 min,R,83076,"22,244,207"
That Thing You Do!,tt0117887,1996,"Comedy, Drama, Music","Director:, Tom Hanks, | ,     Stars:, Tom Hanks, , Liv Tyler, , Charlize Theron, , Tom Everett Scott","A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",7.0,108 min,PG,71312,"25,809,813"
